dataset,sample_id,patient_id,tissue,abundance_eligible,task004_cluster_type,task004_cluster_id,n_cells,n_rescued,rescued_fraction,n_neutrophil,n_ambiguous_myeloid,top_project_broad_celltype,cluster_review_flag,review_note
nature_xue,A033_HCC,nature_xue_A033,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_EC_07_KDR_APOA2,3,0,0,0,0,hepatocyte/tumor epithelial,none,No rescued-cell dominance flag.
nature_xue,A033_HCC,nature_xue_A033,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD8T_05_KLRD1,22,0,0,0,3,T/NK,none,No rescued-cell dominance flag.
nature_xue,A033_HCC,nature_xue_A033,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mast,3,0,0,1,0,mast,none,No rescued-cell dominance flag.
nature_xue,A033_HCC,nature_xue_A033,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_EC_06_KDR_ESM1,5,0,0,0,0,endothelial,none,No rescued-cell dominance flag.
nature_xue,A033_HCC,nature_xue_A033,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD8T_07_PLCG2,34,0,0,0,0,T/NK,none,No rescued-cell dominance flag.
nature_xue,A033_HCC,nature_xue_A033,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_gdT_04_STMN1,11,0,0,0,0,T/NK,none,No rescued-cell dominance flag.
nature_xue,A033_HCC,nature_xue_A033,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mu_01_MYH11,9,0,0,0,0,hepatocyte/tumor epithelial,none,No rescued-cell dominance flag.
nature_xue,A033_HCC,nature_xue_A033,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_EC_10_STMN1,5,0,0,0,0,endothelial,none,No rescued-cell dominance flag.
nature_xue,A033_HCC,nature_xue_A033,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_EC_08_IGFBP3,32,0,0,0,0,endothelial,none,No rescued-cell dominance flag.
nature_xue,A033_HCC,nature_xue_A033,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD8T_03_GZMK_S1PR1,2,0,0,0,0,T/NK,none,No rescued-cell dominance flag.
nature_xue,A033_HCC,nature_xue_A033,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_MonoDC,1,0,0,0,0,B,none,No rescued-cell dominance flag.
nature_xue,A033_HCC,nature_xue_A033,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD4T_01_CCR7,9,0,0,0,0,T/NK,none,No rescued-cell dominance flag.
nature_xue,A033_HCC,nature_xue_A033,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_EC_02_CLEC4A_APOA2,3,0,0,0,0,endothelial,none,No rescued-cell dominance flag.
nature_xue,A033_HCC,nature_xue_A033,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD4T_11_FOXP3_STMN1,3,0,0,0,0,T/NK,none,No rescued-cell dominance flag.
nature_xue,A033_HCC,nature_xue_A033,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Neu_07_APOA2,4,0,0,4,0,neutrophil,none,No rescued-cell dominance flag.
nature_xue,A033_HCC,nature_xue_A033,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_DC_03_LAMP3,11,0,0,0,1,B,none,No rescued-cell dominance flag.
nature_xue,A033_HCC,nature_xue_A033,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD8T_10_PDCD1,4,0,0,0,0,T/NK,none,No rescued-cell dominance flag.
nature_xue,A033_HCC,nature_xue_A033,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD4T_04_BAG3,4,0,0,0,0,T/NK,none,No rescued-cell dominance flag.
nature_xue,A033_HCC,nature_xue_A033,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_gdT_01_GNLY_S1PR5,1,0,0,0,0,T/NK,none,No rescued-cell dominance flag.
nature_xue,A033_HCC,nature_xue_A033,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mo_02_CD16,2,0,0,0,0,monocyte/macrophage,none,No rescued-cell dominance flag.
nature_xue,A033_HCC,nature_xue_A033,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Fb_03_KLF4,7,0,0,0,0,hepatocyte/tumor epithelial,none,No rescued-cell dominance flag.
nature_xue,A033_HCC,nature_xue_A033,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_DC_05_LILRA4,4,0,0,0,0,B,none,No rescued-cell dominance flag.
nature_xue,A033_HCC,nature_xue_A033,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD4T_07_CXCL13,4,0,0,0,0,T/NK,none,No rescued-cell dominance flag.
nature_xue,A033_HCC,nature_xue_A033,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_gdT_02_GNLY,1,0,0,0,0,T/NK,none,No rescued-cell dominance flag.
nature_xue,A033_HCC,nature_xue_A033,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD8T_02_CX3CR1,7,0,0,0,0,T/NK,none,No rescued-cell dominance flag.
nature_xue,A033_HCC,nature_xue_A033,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_B_04_STMN1,4,0,0,1,0,plasma,none,No rescued-cell dominance flag.
nature_xue,A033_HCC,nature_xue_A033,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD8T_09_PDCD1_IFNG,1,0,0,0,0,T/NK,none,No rescued-cell dominance flag.
nature_xue,A033_HCC,nature_xue_A033,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mph_02_CCL20,2,0,0,0,0,B,none,No rescued-cell dominance flag.
nature_xue,A033_HCC,nature_xue_A033,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mu_02_ABCC9,6,0,0,0,0,fibroblast/mesenchymal,none,No rescued-cell dominance flag.
nature_xue,A033_HCC,nature_xue_A033,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_NK_06_ITGA1,1,0,0,0,0,T/NK,none,No rescued-cell dominance flag.
nature_xue,A033_HCC,nature_xue_A033,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mph_05_IL1B,2,0,0,0,0,B,none,No rescued-cell dominance flag.
nature_xue,A033_HCC,nature_xue_A033,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_B_01_MS4A1,6,0,0,0,0,B,none,No rescued-cell dominance flag.
nature_xue,A033_HCC,nature_xue_A033,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD8T_01_CCR7,1,0,0,0,0,T/NK,none,No rescued-cell dominance flag.
nature_xue,A033_HCC,nature_xue_A033,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD4T_09_FOXP3,1,0,0,0,1,monocyte/macrophage,none,No rescued-cell dominance flag.
nature_xue,A033_HCC,nature_xue_A033,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Fb_02_CXCL12,1,0,0,0,0,fibroblast/mesenchymal,none,No rescued-cell dominance flag.
nature_xue,A034_HCC,nature_xue_A034,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mu_02_ABCC9,499,0,0,1,0,fibroblast/mesenchymal,none,No rescued-cell dominance flag.
nature_xue,A034_HCC,nature_xue_A034,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Tumor,1278,0,0,0,0,hepatocyte/tumor epithelial,none,No rescued-cell dominance flag.
nature_xue,A034_HCC,nature_xue_A034,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD4T_03_GPR183,87,0,0,2,2,T/NK,none,No rescued-cell dominance flag.
nature_xue,A034_HCC,nature_xue_A034,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mph_07_SLC40A1,288,0,0,0,0,B,none,No rescued-cell dominance flag.
nature_xue,A034_HCC,nature_xue_A034,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_EC_10_STMN1,11,0,0,0,0,endothelial,none,No rescued-cell dominance flag.
nature_xue,A034_HCC,nature_xue_A034,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_NK_02_FCGR3A_CXCR4,255,0,0,2,5,T/NK,none,No rescued-cell dominance flag.
nature_xue,A034_HCC,nature_xue_A034,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD8T_08_GZMK,67,0,0,0,4,T/NK,none,No rescued-cell dominance flag.
nature_xue,A034_HCC,nature_xue_A034,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Fb_02_CXCL12,64,0,0,0,0,fibroblast/mesenchymal,none,No rescued-cell dominance flag.
nature_xue,A034_HCC,nature_xue_A034,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_EC_06_KDR_ESM1,245,0,0,0,1,endothelial,none,No rescued-cell dominance flag.
nature_xue,A034_HCC,nature_xue_A034,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mono-like_03_CD14CD16,44,0,0,2,1,B,none,No rescued-cell dominance flag.
nature_xue,A034_HCC,nature_xue_A034,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mu_03_STMN1,7,0,0,0,0,fibroblast/mesenchymal,none,No rescued-cell dominance flag.
nature_xue,A034_HCC,nature_xue_A034,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mph_09_STMN1,19,0,0,0,0,monocyte/macrophage,none,No rescued-cell dominance flag.
nature_xue,A034_HCC,nature_xue_A034,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mono-like_01_CD14,17,0,0,7,1,neutrophil,none,No rescued-cell dominance flag.
nature_xue,A034_HCC,nature_xue_A034,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD8T_04_GNLY,157,0,0,3,2,T/NK,none,No rescued-cell dominance flag.
nature_xue,A034_HCC,nature_xue_A034,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mph_05_IL1B,102,0,0,0,0,monocyte/macrophage,none,No rescued-cell dominance flag.
nature_xue,A034_HCC,nature_xue_A034,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_NK_05_CD160,281,0,0,1,4,T/NK,none,No rescued-cell dominance flag.
nature_xue,A034_HCC,nature_xue_A034,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_DC_02_CD1C,12,0,0,0,0,B,none,No rescued-cell dominance flag.
nature_xue,A034_HCC,nature_xue_A034,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD4T_08_STMN1,3,0,0,0,0,T/NK,none,No rescued-cell dominance flag.
nature_xue,A034_HCC,nature_xue_A034,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_EC_08_IGFBP3,62,0,0,0,0,endothelial,none,No rescued-cell dominance flag.
nature_xue,A034_HCC,nature_xue_A034,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD4T_05_CD69,19,0,0,0,0,T/NK,none,No rescued-cell dominance flag.
nature_xue,A034_HCC,nature_xue_A034,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD8T_11_SLC4A10,20,0,0,0,2,T/NK,none,No rescued-cell dominance flag.
nature_xue,A034_HCC,nature_xue_A034,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_EC_05_KDR,72,0,0,0,0,endothelial,none,No rescued-cell dominance flag.
nature_xue,A034_HCC,nature_xue_A034,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mph_01_MARCO,11,0,0,0,0,B,none,No rescued-cell dominance flag.
nature_xue,A034_HCC,nature_xue_A034,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_EC_07_KDR_APOA2,10,0,0,0,0,endothelial,none,No rescued-cell dominance flag.
nature_xue,A034_HCC,nature_xue_A034,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mu_01_MYH11,31,0,0,0,0,fibroblast/mesenchymal,none,No rescued-cell dominance flag.
nature_xue,A034_HCC,nature_xue_A034,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mono-like_02_CD16,45,0,0,0,0,monocyte/macrophage,none,No rescued-cell dominance flag.
nature_xue,A034_HCC,nature_xue_A034,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mph_08_APOE,16,0,0,0,0,monocyte/macrophage,none,No rescued-cell dominance flag.
nature_xue,A034_HCC,nature_xue_A034,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Fb_01_FAP,7,0,0,0,0,fibroblast/mesenchymal,none,No rescued-cell dominance flag.
nature_xue,A034_HCC,nature_xue_A034,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD4T_10_FOXP3_CTLA4,30,0,0,0,4,T/NK,none,No rescued-cell dominance flag.
nature_xue,A034_HCC,nature_xue_A034,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_DC_06_STMN1,5,0,0,0,0,B,none,No rescued-cell dominance flag.
nature_xue,A034_HCC,nature_xue_A034,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD8T_05_KLRD1,1,0,0,0,0,monocyte/macrophage,none,No rescued-cell dominance flag.
nature_xue,A034_HCC,nature_xue_A034,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_EC_04_ACKR1,1,0,0,0,0,endothelial,none,No rescued-cell dominance flag.
nature_xue,A034_HCC,nature_xue_A034,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Fb_03_KLF4,3,0,0,0,0,hepatocyte/tumor epithelial,none,No rescued-cell dominance flag.
nature_xue,A034_HCC,nature_xue_A034,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD8T_06_CD69,3,0,0,0,0,T/NK,none,No rescued-cell dominance flag.
nature_xue,A034_HCC,nature_xue_A034,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_NK_07_STMN1,4,0,0,0,0,T/NK,none,No rescued-cell dominance flag.
nature_xue,A034_HCC,nature_xue_A034,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD8T_10_PDCD1,1,0,0,0,0,T/NK,none,No rescued-cell dominance flag.
nature_xue,A034_HCC,nature_xue_A034,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_B_02_MS4A1_CD83,1,0,0,0,0,B,none,No rescued-cell dominance flag.
nature_xue,A034_HCC,nature_xue_A034,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mph_02_CCL20,2,0,0,0,0,B,none,No rescued-cell dominance flag.
nature_xue,A034_HCC,nature_xue_A034,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mph_06_CXCL9,3,0,0,0,0,monocyte/macrophage,none,No rescued-cell dominance flag.
nature_xue,A034_HCC,nature_xue_A034,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD4T_04_BAG3,1,0,0,0,0,T/NK,none,No rescued-cell dominance flag.
nature_xue,A034_HCC,nature_xue_A034,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_NK_04_PLCG2,2,0,0,0,0,T/NK,none,No rescued-cell dominance flag.
nature_xue,A034_HCC,nature_xue_A034,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_EC_03_TFF3,1,0,0,0,0,hepatocyte/tumor epithelial,none,No rescued-cell dominance flag.
nature_xue,A034_HCC,nature_xue_A034,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mast,1,0,0,0,0,mast,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD8T_06_CD69,909,0,0,3,22,T/NK,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD4T_03_GPR183,1053,0,0,8,14,T/NK,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Tumor,2065,0,0,1,1,hepatocyte/tumor epithelial,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_NK_04_PLCG2,21,0,0,0,0,T/NK,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_EC_04_ACKR1,96,0,0,0,0,endothelial,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mph_08_APOE,307,0,0,0,0,monocyte/macrophage,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_NK_03_FCGR3A_IFNG,21,0,0,0,1,T/NK,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD8T_12_IFIT3,257,0,0,0,3,T/NK,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mph_04_TREM2,312,0,0,0,0,monocyte/macrophage,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD8T_10_PDCD1,990,0,0,7,55,T/NK,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD4T_06_PLCG2,579,0,0,1,0,T/NK,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_NK_02_FCGR3A_CXCR4,278,0,0,1,5,T/NK,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD8T_07_PLCG2,244,0,0,0,1,T/NK,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD4T_11_FOXP3_STMN1,17,0,0,0,2,B,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD8T_04_GNLY,274,0,0,2,6,T/NK,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_EC_05_KDR,162,0,0,2,0,endothelial,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_NK_07_STMN1,36,0,0,1,1,T/NK,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mu_01_MYH11,249,0,0,0,0,fibroblast/mesenchymal,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_NK_06_ITGA1,493,0,0,4,24,T/NK,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mono-like_01_CD14,38,0,0,24,4,neutrophil,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD4T_10_FOXP3_CTLA4,372,0,0,2,13,T/NK,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_EC_03_TFF3,179,0,0,0,0,endothelial,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_DC_04_CD207,64,0,0,0,0,B,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD4T_05_CD69,310,0,0,2,3,T/NK,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mph_09_STMN1,139,0,0,0,0,monocyte/macrophage,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_MonoDC,2,0,0,0,0,B,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD8T_09_PDCD1_IFNG,70,0,0,0,1,T/NK,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD8T_11_SLC4A10,316,0,0,1,2,T/NK,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mph_07_SLC40A1,171,0,0,0,0,B,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD4T_04_BAG3,22,0,0,0,0,T/NK,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_EC_08_IGFBP3,177,0,0,0,0,endothelial,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_DC_06_STMN1,25,0,0,0,0,B,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Fb_01_FAP,32,0,0,0,0,fibroblast/mesenchymal,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_B_01_MS4A1,9,0,0,0,0,B,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_gdT_02_GNLY,102,0,0,1,0,T/NK,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mu_02_ABCC9,56,0,0,0,0,fibroblast/mesenchymal,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD8T_13_STMN1,131,0,0,1,4,T/NK,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mph_05_IL1B,223,0,0,0,0,monocyte/macrophage,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mono-like_03_CD14CD16,18,0,0,0,0,B,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mph_03_SPP1,50,0,0,0,0,monocyte/macrophage,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mast,17,0,0,0,0,mast,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_B_02_MS4A1_CD83,43,0,0,0,1,B,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_DC_02_CD1C,31,0,0,0,1,B,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD4T_07_CXCL13,39,0,0,0,2,T/NK,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mo_02_CD16,2,0,0,0,0,monocyte/macrophage,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_NK_05_CD160,48,0,0,0,2,T/NK,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_gdT_03_KLRD1,95,0,0,1,5,T/NK,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_EC_06_KDR_ESM1,2,0,0,0,0,endothelial,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mu_03_STMN1,5,0,0,0,1,T/NK,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD4T_08_STMN1,18,0,0,0,1,T/NK,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mph_06_CXCL9,76,0,0,0,0,B,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD4T_02_SELL,1,0,0,0,0,T/NK,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_gdT_04_STMN1,10,0,0,0,1,T/NK,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mono-like_02_CD16,31,0,0,0,0,monocyte/macrophage,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_EC_10_STMN1,16,0,0,0,0,endothelial,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_B_03_MZB1,15,0,0,0,0,plasma,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD8T_02_CX3CR1,6,0,0,0,0,T/NK,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_DC_03_LAMP3,11,0,0,0,0,B,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Mph_02_CCL20,22,0,0,1,1,monocyte/macrophage,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Neu_10_SPP1,16,0,0,1,1,monocyte/macrophage,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_CD8T_08_GZMK,2,0,0,0,0,hepatocyte/tumor epithelial,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_NK_01_FCGR3A_CX3CR1,7,0,0,0,1,T/NK,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_DC_01_CLEC9A,6,0,0,0,0,B,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Fb_02_CXCL12,8,0,0,0,0,fibroblast/mesenchymal,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Neu_09_IFIT1,5,0,0,2,1,neutrophil,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Fb_03_KLF4,4,0,0,0,0,dendritic,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_EC_01_CLEC4A,8,0,0,0,0,endothelial,none,No rescued-cell dominance flag.
nature_xue,A035_HCC,nature_xue_A035,Tumor,CONDITIONAL,author_annotation_unit,author_cluster_Neu_08_CD74,1,0,0,0,0,plasma,none,No rescued-cell dominance flag.
