dataset,relative_path,absolute_path,filename,sample_id_from_path,size_bytes,extension,file_type,primary_file_used,sha256,gzip_integrity
in_house,in_house/YJP04/barcodes.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJP04/barcodes.tsv.gz,barcodes.tsv.gz,YJP04,58995,.gz,10x cell barcode list,True,1cce0382653983c883792a951c1e9cd8bdc42f3b1554446dd69fab00a4e5eb3a,PASS
in_house,in_house/YJP04/features.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJP04/features.tsv.gz,features.tsv.gz,YJP04,294382,.gz,10x feature annotation,True,88e2713a5f5df51295f876c2c74d598ef193fdfd0f9a9a99f9e24ca530d51531,PASS
in_house,in_house/YJP04/matrix.mtx.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJP04/matrix.mtx.gz,matrix.mtx.gz,YJP04,63010740,.gz,10x Matrix Market count matrix,True,2c277606bb22a34fb0f611b353edae3e49208962c35bfc162af8aca13d1187b9,PASS
in_house,in_house/YJP05/barcodes.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJP05/barcodes.tsv.gz,barcodes.tsv.gz,YJP05,85182,.gz,10x cell barcode list,True,d4cdb3f0c86120f8131a208fdef63987ca396bf653e6b6d1ed22bc4dd66162d6,PASS
in_house,in_house/YJP05/features.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJP05/features.tsv.gz,features.tsv.gz,YJP05,294382,.gz,10x feature annotation,True,88e2713a5f5df51295f876c2c74d598ef193fdfd0f9a9a99f9e24ca530d51531,PASS
in_house,in_house/YJP05/matrix.mtx.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJP05/matrix.mtx.gz,matrix.mtx.gz,YJP05,73949620,.gz,10x Matrix Market count matrix,True,f3642ca9e2bb0f649c0b2b22f1680d2aaf137d4772fa5b2563c6f33c8a880ef2,PASS
in_house,in_house/YJP06/barcodes.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJP06/barcodes.tsv.gz,barcodes.tsv.gz,YJP06,64053,.gz,10x cell barcode list,True,ede9b5c8f155c962a4662f78500571fc6757b9ad3ebc0f5dc017e351023c239d,PASS
in_house,in_house/YJP06/features.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJP06/features.tsv.gz,features.tsv.gz,YJP06,294382,.gz,10x feature annotation,True,88e2713a5f5df51295f876c2c74d598ef193fdfd0f9a9a99f9e24ca530d51531,PASS
in_house,in_house/YJP06/matrix.mtx.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJP06/matrix.mtx.gz,matrix.mtx.gz,YJP06,52020718,.gz,10x Matrix Market count matrix,True,a788de33f828efaf4a42fb594fd16f4527932e4c3f162251d2748e797bef8209,PASS
in_house,in_house/YJP07/barcodes.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJP07/barcodes.tsv.gz,barcodes.tsv.gz,YJP07,92342,.gz,10x cell barcode list,True,8c35aa553479daea9b2f25ba9ac5b3554474c7fdfb5afa7a833cbf036bf3bf13,PASS
in_house,in_house/YJP07/features.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJP07/features.tsv.gz,features.tsv.gz,YJP07,294382,.gz,10x feature annotation,True,88e2713a5f5df51295f876c2c74d598ef193fdfd0f9a9a99f9e24ca530d51531,PASS
in_house,in_house/YJP07/matrix.mtx.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJP07/matrix.mtx.gz,matrix.mtx.gz,YJP07,59029213,.gz,10x Matrix Market count matrix,True,093045540e83b7f988a886fcb8fd232188ddd00fa7ee2747c174d71e7f88e618,PASS
in_house,in_house/YJP08/barcodes.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJP08/barcodes.tsv.gz,barcodes.tsv.gz,YJP08,63780,.gz,10x cell barcode list,True,13323a0e2a5d537ead837ef3ced3d7656fc8cdc0832af6ca678add0a1c7b7f66,PASS
in_house,in_house/YJP08/features.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJP08/features.tsv.gz,features.tsv.gz,YJP08,294382,.gz,10x feature annotation,True,88e2713a5f5df51295f876c2c74d598ef193fdfd0f9a9a99f9e24ca530d51531,PASS
in_house,in_house/YJP08/matrix.mtx.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJP08/matrix.mtx.gz,matrix.mtx.gz,YJP08,51111167,.gz,10x Matrix Market count matrix,True,cb45bba21f59352e077264d65237f6e4d6f4d34b180c4a8a0fafe23b6a1b6d0e,PASS
in_house,in_house/YJP09/barcodes.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJP09/barcodes.tsv.gz,barcodes.tsv.gz,YJP09,68436,.gz,10x cell barcode list,True,06f5b5d5afa0c13cd9510c3bbe60a3fbc7446ebe6b625f75f9a48b4f118f6943,PASS
in_house,in_house/YJP09/features.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJP09/features.tsv.gz,features.tsv.gz,YJP09,294382,.gz,10x feature annotation,True,88e2713a5f5df51295f876c2c74d598ef193fdfd0f9a9a99f9e24ca530d51531,PASS
in_house,in_house/YJP09/matrix.mtx.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJP09/matrix.mtx.gz,matrix.mtx.gz,YJP09,72164392,.gz,10x Matrix Market count matrix,True,40f8a0fafe0fe0f3d3db9b3c5056455eaea2d45103608aff137aa001dbcfbc6a,PASS
in_house,in_house/YJP10/barcodes.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJP10/barcodes.tsv.gz,barcodes.tsv.gz,YJP10,63793,.gz,10x cell barcode list,True,422ed702a2c5dd8e8db1f8d2188dac1b9c6a2cbb3580fdbbb485a2cb059b1e5b,PASS
in_house,in_house/YJP10/features.tsv.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJP10/features.tsv.gz,features.tsv.gz,YJP10,294382,.gz,10x feature annotation,True,88e2713a5f5df51295f876c2c74d598ef193fdfd0f9a9a99f9e24ca530d51531,PASS
in_house,in_house/YJP10/matrix.mtx.gz,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/in_house/YJP10/matrix.mtx.gz,matrix.mtx.gz,YJP10,67184218,.gz,10x Matrix Market count matrix,True,f02f3875ba1da628b1e297a26ac68e786a7433d013de5b812f70e9eba6558a2b,PASS
nature_xue,nature_xue/seu_A124.counts_anno.rds,/data/lf_data/HCC_Peritumoral_Neutrophil_scRNA_Atlas/raw_data/nature_xue/seu_A124.counts_anno.rds,seu_A124.counts_anno.rds,,9817593115,.rds,RDS author object,True,501029fd6355a55e301baa8c78496f6eb09053b874e80377b343446941a5f7dd,not_applicable
